id,object_id,title_zh,title_en,time_period,dynasty_id,type,material,description,dimensions,museum_id,location_id,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,image_validated,last_updated,created_at,material_zh,type_zh,description_zh
3437,1159,不明摩擦,Unidentified Rubbing,Early 20th century (rubbing); 220-589 (stone),10.0,Prints,Rubbing; ink on paper mounted on cloth,Rubbing; ink on paper mounted on cloth,"15 x 21 inches (38.1 x 53.3 cm)
Mount: 15 x 22 1/16 inches (38.1 x 56.1 cm)",3,,https://www.philamuseum.org/collection/object/120636,"https://iiif.micr.io/KPoLK/full/^300,/0/default.jpg",,"Gift of Horace H. F. Jayne, 1924",120636,2026-06-01,,2026-06-01,2026-06-01,拓本；布上的纸上油墨,印刷品,拓本；布上的纸上油墨
5400,1160,景教石碑上的摩擦,Rubbing from the Nestorian Tablet,Early 20th century (rubbing); 781 (stone dated),18.0,Prints,Rubbing; ink on paper mounted on cloth as a hanging scroll,Rubbing; ink on paper mounted on cloth as a hanging scroll,"29 11/16 x 9 3/16 inches (75.4 x 23.3 cm)
Mount: 29 11/16 x 9 3/16 inches (75.4 x 23.3 cm)",3,,https://www.philamuseum.org/collection/object/120637,"https://iiif.micr.io/wLVhZ/full/^300,/0/default.jpg",,"Gift of Horace H. F. Jayne, 1924",120637,2026-06-01,,2026-06-01,2026-06-01,拓本；纸上的墨水，挂在布上作为卷轴,印刷品,拓本；纸上的墨水，挂在布上作为卷轴
4870,1161,梅花与诗,Plum Tree with Poem,1821-1850,27.0,Prints,Ink on paper rubbing,Ink on paper rubbing,"64 × 24 15/16 inches (162.6 × 63.3 cm)
Mount: 64 × 24 15/16 inches (162.6 × 63.3 cm)",3,,https://www.philamuseum.org/collection/object/120644,"https://iiif.micr.io/hAmFI/full/^300,/0/default.jpg",,"Gift of Horace H. F. Jayne, 1924",120644,2026-06-01,,2026-06-01,2026-06-01,纸上的墨水摩擦,印刷品,纸上的墨水摩擦
3908,1162,滚动重量与驰龙,Scroll weight with chi dragon,19th century,27.0,Furniture/Furnishings,Lacquer with gilt decoration,Lacquer with gilt decoration,1 9/16 × 1 × 8 1/4 inches (4 × 2.5 × 20.9 cm),3,,https://www.philamuseum.org/collection/object/120933,"https://iiif.micr.io/SZSHd/full/^300,/0/default.jpg",,"Purchased with Museum funds, 1876",120933,2026-06-01,,2026-06-01,2026-06-01,镀金装饰漆,家具/家具,镀金装饰漆
4718,1163,以根的形状刷休息,Brush Rest in the Shape of a Root,Late 19th century,27.0,Tools/Equipment,Lacquer (bodiless) with gilt decoration,"This paper weight was displayed at the Philadelphia Centennial Exposition of 1876, along with a complete set of writing implements.",1 15/16 × 3 15/16 × 1 3/16 inches (5 × 10 × 3 cm),3,,https://www.philamuseum.org/collection/object/120935,"https://iiif.micr.io/rhRXx/full/^300,/0/default.jpg",,"Purchased with Museum funds, 1876",120935,2026-06-01,,2026-06-01,2026-06-01,镀金装饰的漆（无体）,工具/设备,1876年费城百年博览会上展出了这张纸的重量，以及一套完整的书写工具。
4871,1164,墨水以卷轴的形式静止,Ink Rest in the form of a scroll,19th century,27.0,Containers,Lacquer (bodiless) with cinnabar pigment and gilt decoration,Lacquer (bodiless) with cinnabar pigment and gilt decoration,13/16 × 3 9/16 × 1 5/8 inches (2 × 9 × 4.1 cm),3,,https://www.philamuseum.org/collection/object/120936,"https://iiif.micr.io/fwkOS/full/^300,/0/default.jpg",,"Purchased with Museum funds, 1876",120936,2026-06-01,,2026-06-01,2026-06-01,朱砂颜料无体漆，镀金装饰,容器,朱砂颜料无体漆，镀金装饰
3178,1165,圆形盒子和盖子,Circular box and cover,19th century,27.0,Containers,Lacquer (bodiless) with gilt decoration,Lacquer (bodiless) with gilt decoration,1 5/16 × 2 1/2 inches (3.4 × 6.3 cm),3,,https://www.philamuseum.org/collection/object/120938,"https://iiif.micr.io/QFSYS/full/^300,/0/default.jpg",,"Purchased with Museum funds, 1876",120938,2026-06-01,,2026-06-01,2026-06-01,镀金装饰的漆（无体）,容器,镀金装饰的漆（无体）
2854,1166,镜架上,Mirror on stand,19th century,27.0,Furniture/Furnishings,Lacquer (bodiless) with gilt decoration,Lacquer (bodiless) with gilt decoration,6 5/16 × 3 3/8 × 1 11/16 inches (16 × 8.5 × 4.3 cm),3,,https://www.philamuseum.org/collection/object/120939,"https://iiif.micr.io/rdzwD/full/^300,/0/default.jpg",,"Purchased with Museum funds, 1876",120939,2026-06-01,,2026-06-01,2026-06-01,镀金装饰的漆（无体）,家具/家具,镀金装饰的漆（无体）
70,1167,盘子,Plate,c. 1870,27.0,Containers,Hard-paste porcelain with enamel decoration,Hard-paste porcelain with enamel decoration,1 3/4 × 9 1/2 inches (4.4 × 24.1 cm),3,,https://www.philamuseum.org/collection/object/120949,"https://iiif.micr.io/egWyr/full/^300,/0/default.jpg",,"The General Hector Tyndale Memorial Collection, 1897",120949,2026-06-01,,2026-06-01,2026-06-01,带有珐琅装饰的硬质瓷,容器,带有珐琅装饰的硬质瓷
780,1168,碟子,Saucer,18th century,27.0,Containers,Painted enamels on copper,Painted enamels on copper,9/16 x 3 1/16 x 3 3/4 inches (1.4 x 7.7 x 9.6 cm),3,,https://www.philamuseum.org/collection/object/120964,"https://iiif.micr.io/BmzoS/full/^300,/0/default.jpg",,"The General Hector Tyndale Memorial Collection, 1897",120964,2026-06-01,,2026-06-01,2026-06-01,铜上的彩釉,容器,铜上的彩釉
781,1169,碟子,Saucer,18th century,27.0,Containers,Painted enamels on copper,Painted enamels on copper,9/16 x 3 1/16 x 3 3/4 inches (1.4 x 7.7 x 9.6 cm),3,,https://www.philamuseum.org/collection/object/120965,"https://iiif.micr.io/iVDed/full/^300,/0/default.jpg",,"The General Hector Tyndale Memorial Collection, 1897",120965,2026-06-01,,2026-06-01,2026-06-01,铜上的彩釉,容器,铜上的彩釉
2781,1170,葫芦形花瓶,Gourd-shaped Vase,19th century,27.0,Containers,Porcelain with underglaze blue and overglaze enamels and gilding,Porcelain with underglaze blue and overglaze enamels and gilding,34 5/8 x 15 3/8 inches (88 x 39 cm),3,,https://www.philamuseum.org/collection/object/121297,"https://iiif.micr.io/uhKFc/full/^300,/0/default.jpg",,"The General Hector Tyndale Memorial Collection, 1897",121297,2026-06-01,,2026-06-01,2026-06-01,釉下蓝、釉上珐琅和镀金瓷器,容器,釉下蓝、釉上珐琅和镀金瓷器
2692,1171,葫芦形花瓶,Gourd-shaped Vase,19th century,27.0,Containers,"Porcelain with overglaze enamels, gilding","Porcelain with overglaze enamels, gilding",34 5/8 x 15 3/8 inches (88 x 39 cm),3,,https://www.philamuseum.org/collection/object/121298,"https://iiif.micr.io/lZExu/full/^300,/0/default.jpg",,"The General Hector Tyndale Memorial Collection, 1897",121298,2026-06-01,,2026-06-01,2026-06-01,上釉瓷釉、镀金瓷器,容器,上釉瓷釉、镀金瓷器
1852,1172,建筑面板,Architectural Panel,Late 19th century,27.0,Architecture (including fragments),Wood,Wood,20 5/8 × 26 3/8 inches (52.4 × 67 cm),3,,https://www.philamuseum.org/collection/object/121594,"https://iiif.micr.io/KZSHc/full/^300,/0/default.jpg",,"Purchased with Museum funds, 1876",121594,2026-06-01,,2026-06-01,2026-06-01,木头,架构（包括碎片）,木头
2373,1173,建筑面板,Architectural Panel,Late 19th century,27.0,Architecture (including fragments),Wood,Wood,20 5/8 x 26 3/8 inches (52.4 x 67 cm),3,,https://www.philamuseum.org/collection/object/121598,"https://iiif.micr.io/kqJRU/full/^300,/0/default.jpg",,"Purchased with Museum funds, 1876",121598,2026-06-01,,2026-06-01,2026-06-01,木头,架构（包括碎片）,木头
1350,1174,建筑面板,Architectural Panel,Late 19th century,27.0,Architecture (including fragments),Wood,Wood,20 5/8 x 26 3/8 inches (52.4 x 67 cm),3,,https://www.philamuseum.org/collection/object/121605,"https://iiif.micr.io/ijAbT/full/^300,/0/default.jpg",,"Purchased with Museum funds, 1876",121605,2026-06-01,,2026-06-01,2026-06-01,木头,架构（包括碎片）,木头
296,1175,盘子,Plate,c. 1815,27.0,Containers,Hard-paste porcelain with enamel and gilt decoration,Hard-paste porcelain with enamel and gilt decoration,1/2 × 8 inches (1.3 × 20.3 cm),3,,https://www.philamuseum.org/collection/object/122281,"https://iiif.micr.io/czKnZ/full/^300,/0/default.jpg",,"Purchased with the Joseph E. Temple Fund, 1899",122281,2026-06-01,,2026-06-01,2026-06-01,搪瓷镀金硬瓷,容器,搪瓷镀金硬瓷
3551,1176,花瓶,Vase,1821-1850,27.0,Containers,Porcelain with underglaze blue design,Porcelain with underglaze blue design,24 5/16 x 7 5/8 inches (61.7 x 19.4 cm),3,,https://www.philamuseum.org/collection/object/123103,"https://iiif.micr.io/ooTtN/full/^300,/0/default.jpg",,"The Bloomfield Moore Collection, 1899",123103,2026-06-01,,2026-06-01,2026-06-01,釉下蓝色图案瓷器,容器,釉下蓝色图案瓷器
298,1177,杯子,Cup,c. 1750,27.0,Containers,Hard-paste porcelain with enamel and gilt decoration,Hard-paste porcelain with enamel and gilt decoration,1 5/8 × 3 1/2 inches (4.1 × 8.9 cm),3,,https://www.philamuseum.org/collection/object/123479,"https://iiif.micr.io/RTdLv/full/^300,/0/default.jpg",,"The Bloomfield Moore Collection, 1882",123479,2026-06-01,,2026-06-01,2026-06-01,搪瓷镀金硬瓷,容器,搪瓷镀金硬瓷
84,1178,咖啡壶,Coffeepot,c. 1735-1740,27.0,Containers,Hard-paste porcelain with enamel decoration,Hard-paste porcelain with enamel decoration,7 1/4 × 5 1/8 × 5 1/4 inches (18.4 × 13 × 13.3 cm),3,,https://www.philamuseum.org/collection/object/123606,"https://iiif.micr.io/ZTWlg/full/^300,/0/default.jpg",,"The Bloomfield Moore Collection, 1882",123606,2026-06-01,,2026-06-01,2026-06-01,带有珐琅装饰的硬质瓷,容器,带有珐琅装饰的硬质瓷
31,1179,杯子,Cup,c. 1735-1745,27.0,Containers,Hard-paste porcelain with enamel decoration,Hard-paste porcelain with enamel decoration,3 × 3 1/4 inches (7.6 × 8.3 cm),3,,https://www.philamuseum.org/collection/object/123624,"https://iiif.micr.io/nYYUx/full/^300,/0/default.jpg",,"The Bloomfield Moore Collection, 1882",123624,2026-06-01,,2026-06-01,2026-06-01,带有珐琅装饰的硬质瓷,容器,带有珐琅装饰的硬质瓷
182,1180,糖碗和盖子,Sugar Bowl and Cover,c. 1750,27.0,Containers,Hard-paste porcelain with enamel and gilt decoration,Hard-paste porcelain with enamel and gilt decoration,4 1/2 × 6 × 4 1/4 inches (11.4 × 15.2 × 10.8 cm),3,,https://www.philamuseum.org/collection/object/123715,"https://iiif.micr.io/kXpbv/full/^300,/0/default.jpg",,"The Bloomfield Moore Collection, 1882",123715,2026-06-01,,2026-06-01,2026-06-01,搪瓷镀金硬瓷,容器,搪瓷镀金硬瓷
4355,1181,盖罐,Covered Jar,1736-1795,27.0,Containers,Porcelain with overglaze enamel decoration,Porcelain with overglaze enamel decoration,5 1/8 × 5 inches (13 × 12.7 cm),3,,https://www.philamuseum.org/collection/object/123856,"https://iiif.micr.io/pvqFb/full/^300,/0/default.jpg",,"The Bloomfield Moore Collection, 1882",123856,2026-06-01,,2026-06-01,2026-06-01,釉上瓷釉装饰瓷器,容器,釉上瓷釉装饰瓷器
782,1182,花瓶,Vase,19th century,27.0,Containers,Porcelain with overglaze polychrome enamels and gilding (Canton enamels),Porcelain with overglaze polychrome enamels and gilding (Canton enamels),35 1/4 x 13 3/8 inches (89.5 x 34 cm),3,,https://www.philamuseum.org/collection/object/124012,"https://iiif.micr.io/FMYRJ/full/^300,/0/default.jpg",,"The Bloomfield Moore Collection, 1899",124012,2026-06-01,,2026-06-01,2026-06-01,釉上彩釉和镀金瓷器（广东瓷釉）,容器,釉上彩釉和镀金瓷器（广东瓷釉）
3910,1183,花瓶,Vase,1821-1850,27.0,Containers,"Hard-paste porcelain, monochrome","Hard-paste porcelain, monochrome",6 15/16 × 3 3/4 inches (17.6 × 9.6 cm),3,,https://www.philamuseum.org/collection/object/124212,"https://iiif.micr.io/gJyjc/full/^300,/0/default.jpg",,"The Bloomfield Moore Collection, 1882",124212,2026-06-01,,2026-06-01,2026-06-01,单色硬质瓷,容器,单色硬质瓷
901,1184,花瓶,Vase,First half of 19th century,27.0,Containers,"Glazed porcelain, monochrome","Glazed porcelain, monochrome",7 1/16 × 3 3/4 inches (17.9 × 9.6 cm),3,,https://www.philamuseum.org/collection/object/124217,"https://iiif.micr.io/PMOGR/full/^300,/0/default.jpg",,"The Bloomfield Moore Collection, 1882",124217,2026-06-01,,2026-06-01,2026-06-01,单色釉面瓷器,容器,单色釉面瓷器
1353,1185,花束架,Bouquet Holder,Mid- 19th century,27.0,Containers,Silver,Silver,5 1/8 x 2 3/8 inches (13 x 6 cm),3,,https://www.philamuseum.org/collection/object/125219,"https://iiif.micr.io/WYEYf/full/^300,/0/default.jpg",,"Gift of Mrs. H. C. Davis, 1901",125219,2026-06-01,,2026-06-01,2026-06-01,银,容器,银
902,1186,竹子,Bamboo,18th century,27.0,Paintings,Ink on paper; hanging scroll,Ink on paper; hanging scroll,"39 × 13 1/4 inches (99.1 × 33.7 cm)
Mount: 65 × 19 1/2 inches (165.1 × 49.5 cm)",3,,https://www.philamuseum.org/collection/object/126389,"https://iiif.micr.io/IzfGL/full/^300,/0/default.jpg",,"Bequest of Warren H. and Mary I. Watanabe, 2001",126389,2026-06-01,,2026-06-01,2026-06-01,纸上的墨水；挂轴,绘画,纸上的墨水；挂轴
43,1187,盘子,Platter,1820-1837,27.0,Containers,Porcelain with overglaze enamel and gilt decoration,Porcelain with overglaze enamel and gilt decoration,1 1/2 × 14 5/8 × 17 1/4 inches (3.8 × 37.1 × 43.8 cm),3,,https://www.philamuseum.org/collection/object/126504,"https://iiif.micr.io/Alaqv/full/^300,/0/default.jpg",,"Gift of J. Marx Etting, 1893",126504,2026-06-01,,2026-06-01,2026-06-01,釉上瓷釉和镀金装饰的瓷器,容器,釉上瓷釉和镀金装饰的瓷器
784,1188,骆驼,Camel,618-907,18.0,Sculpture,Earthenware with slip and painted decoration,Earthenware with slip and painted decoration,18 1/4 × 9 7/16 × 16 15/16 inches (46.4 × 24 × 43 cm),3,,https://www.philamuseum.org/collection/object/126584,"https://iiif.micr.io/MeQJD/full/^300,/0/default.jpg",,"Gift of Rodman A. Heeren in memory of his mother, Fernanda Wanamaker Munn, 1962",126584,2026-06-01,,2026-06-01,2026-06-01,带防滑和涂漆装饰的陶器,雕塑,带防滑和涂漆装饰的陶器
3327,1189,茶叶罐,Tea Caddy,Late 18th century,27.0,Containers,Porcelain with underglaze blue and gilt decoration,Porcelain with underglaze blue and gilt decoration,5 5/16 x 3 1/4 inches (13.5 x 8.2 cm),3,,https://www.philamuseum.org/collection/object/126823,"https://iiif.micr.io/jGNqo/full/^300,/0/default.jpg",,"Gift of Dr. Francis W. Lewis, 1893",126823,2026-06-01,,2026-06-01,2026-06-01,釉下蓝镀金装饰瓷器,容器,釉下蓝镀金装饰瓷器
4114,1190,盖花瓶,Covered Vase,1830-1850,27.0,Containers,Porcelain with overglaze enamel and gilt decoration (Famille rose),Porcelain with overglaze enamel and gilt decoration (Famille rose),18 x 8 1/2 x 4 1/4 inches (45.7 x 21.6 x 10.8 cm),3,,https://www.philamuseum.org/collection/object/127380,"https://iiif.micr.io/FcYHL/full/^300,/0/default.jpg",,"Bequest of Dr. Francis W. Lewis, 1902",127380,2026-06-01,,2026-06-01,2026-06-01,釉上搪瓷和镀金装饰瓷器（粉彩玫瑰）,容器,釉上搪瓷和镀金装饰瓷器（粉彩玫瑰）
3777,1191,花瓶,Vase,c. 1670,27.0,Containers,Porcelain with underglaze blue decoration,Porcelain with underglaze blue decoration,10 1/8 x 4 7/8 inches (25.7 x 12.4 cm),3,,https://www.philamuseum.org/collection/object/127383,"https://iiif.micr.io/kSyMk/full/^300,/0/default.jpg",,"Bequest of Dr. Francis W. Lewis, 1902",127383,2026-06-01,,2026-06-01,2026-06-01,釉下蓝色装饰瓷器,容器,釉下蓝色装饰瓷器
161,1192,盘子,Plate,c. 1750,27.0,Containers,Hard-paste porcelain with enamel and gilt decoration,Hard-paste porcelain with enamel and gilt decoration,1 × 9 inches (2.5 × 22.9 cm),3,,https://www.philamuseum.org/collection/object/127539,"https://iiif.micr.io/bqVsc/full/^300,/0/default.jpg",,"Bequest of Dr. Francis W. Lewis, 1902",127539,2026-06-01,,2026-06-01,2026-06-01,搪瓷镀金硬瓷,容器,搪瓷镀金硬瓷
1159,1193,风扇,Fan,19th century,27.0,Costume (including accessories),Cream patterned silk gauze embroidered; carved bone stick,Cream patterned silk gauze embroidered; carved bone stick,15 15/16 x 10 1/16 inches (40.5 x 25.5 cm),3,,https://www.philamuseum.org/collection/object/128748,"https://iiif.micr.io/kVydn/full/^300,/0/default.jpg",,"Gift of Miss Emma Gillingham, 1903",128748,2026-06-01,,2026-06-01,2026-06-01,绣有奶油图案的丝绸纱布；雕刻骨棒,服装（包括配饰）,绣有奶油图案的丝绸纱布；雕刻骨棒
4356,1194,宝塔,Pagoda,19th - early 20th century,27.0,Sculpture,"Rock crystal (quartz) with incised, pierced, and relief decoration; wood base","Pagodas are used to mark the burial site of Buddhist relics or the tomb of a Buddhist monk. This carving, modeled after a pagoda, was commissioned by the Qianlong emperor (reigned 1736-95) for a hall located in the imperial park in Beijing. One inscription around the lower middle section of the pagoda says, ""I humbly trust myself to Amituofo,"" and another along the rim of the base states, ""Qianlong period of the great Qing dynasty."" On the underside of the base is a carved mark that means ""Hall of Receiving Light"" (Chengguang dian), referring to the building that housed this carving.",20 5/8 x 10 1/4 inches (52.4 x 26.1 cm),3,,https://www.philamuseum.org/collection/object/128879,"https://iiif.micr.io/IPuWb/full/^300,/0/default.jpg",,"Gift of Major General and Mrs. William Crozier, 1944",128879,2026-06-01,,2026-06-01,2026-06-01,带有切割、穿孔和浮雕装饰的水晶（石英）；木质底座,雕塑,宝塔被用来标记佛教文物的埋葬地点或佛教僧侣的坟墓。这座雕刻以宝塔为蓝本，是乾隆皇帝（1736-95年在位）为北京皇家公园的一座大厅委托制作的。宝塔中下部有一块铭文写着“我谦卑地相信阿米陀佛”，另一块铭文沿着根据地的边缘写着“大清乾隆时期”。根据地的下面有一个雕刻的标记，意思是“光殿”，指的是容纳这座雕刻的建筑。
2303,1195,冠佛,Crowned Buddha,15th century,26.0,Sculpture,Bronze with traces of gilt decoration,This bronze Buddha sits quietly in meditation. We know this because of the gesture of his hands: folded in his lap with the palms facing upward.,14 15/16 × 10 1/4 × 7 7/8 inches (38 × 26 × 20 cm),3,,https://www.philamuseum.org/collection/object/128899,"https://iiif.micr.io/znjvw/full/^300,/0/default.jpg",,"John G. Johnson Collection, 1917",128899,2026-06-01,,2026-06-01,2026-06-01,带有镀金装饰痕迹的青铜,雕塑,这尊青铜佛像静静地坐着冥想。我们之所以知道这一点，是因为他的手势：双手合十，手掌朝上。
3664,1196,蜡烛台,Candlestick,1821-1850,27.0,Lighting,"Porcelain, monochrome","Porcelain, monochrome",Height: 5 11/16 inches (14.5 cm),3,,https://www.philamuseum.org/collection/object/129534,"https://iiif.micr.io/sRDIv/full/^300,/0/default.jpg",,"The Dr. Robert H. Lamborn Collection, 1903",129534,2026-06-01,,2026-06-01,2026-06-01,瓷器，单色,照明,瓷器，单色
904,1197,香炉,Censer,19th century,27.0,Containers,Pewter,Pewter,11 5/8 x 9 3/4 x 2 3/4 inches (29.5 x 24.8 x 7 cm),3,,https://www.philamuseum.org/collection/object/129915,"https://iiif.micr.io/SFhZJ/full/^300,/0/default.jpg",,"The Dr. Robert H. Lamborn Collection, 1903",129915,2026-06-01,,2026-06-01,2026-06-01,白镴,容器,白镴
1274,1198,持有人,Holder,19th century,27.0,Containers,Pewter,Pewter,11 7/8 x 3 1/2 x 2 7/8 inches (30.2 x 8.9 x 7.3 cm),3,,https://www.philamuseum.org/collection/object/129918,"https://iiif.micr.io/xorTB/full/^300,/0/default.jpg",,"The Dr. Robert H. Lamborn Collection, 1903",129918,2026-06-01,,2026-06-01,2026-06-01,白镴,容器,白镴
785,1199,持有人,Holder,19th century,27.0,Containers,Pewter,Pewter,11 7/8 x 3 3/4 x 3 inches (30.2 x 9.5 x 7.6 cm),3,,https://www.philamuseum.org/collection/object/129923,"https://iiif.micr.io/wfyuz/full/^300,/0/default.jpg",,"The Dr. Robert H. Lamborn Collection, 1903",129923,2026-06-01,,2026-06-01,2026-06-01,白镴,容器,白镴
3665,1200,花瓶（一对中的一个）,Vase (one of a pair),18th century,27.0,Containers,"Glazed porcelain, monochrome, sang de beouf","Glazed porcelain, monochrome, sang de beouf",14 3/4 x 8 1/2 inches (37.5 x 21.6 cm),3,,https://www.philamuseum.org/collection/object/130157,"https://iiif.micr.io/RArna/full/^300,/0/default.jpg",,"Gift of Major General and Mrs. William Crozier, 1944",130157,2026-06-01,,2026-06-01,2026-06-01,上釉瓷器，单色，桑德·贝乌,容器,上釉瓷器，单色，桑德·贝乌
1160,1201,风扇,Fan,18th century,27.0,Costume (including accessories),Carved ivory,Carved ivory,21 1/4 x 14 3/4 inches (54 x 37.5 cm),3,,https://www.philamuseum.org/collection/object/133113,"https://iiif.micr.io/stMVJ/full/^300,/0/default.jpg",,"Gift of Miss Fanny B. Coleman, 1908",133113,2026-06-01,,2026-06-01,2026-06-01,雕刻象牙,服装（包括配饰）,雕刻象牙
4357,1202,祭坛花瓶,Altar Vase,1796-1820,27.0,Containers,Porcelain with overglaze enamel decoration,Porcelain with overglaze enamel decoration,14 1/2 x 7 7/16 inches (36.8 x 18.9 cm),3,,https://www.philamuseum.org/collection/object/134550,"https://iiif.micr.io/UCNJu/full/^300,/0/default.jpg",,"Bequest of Miss Mary Lewis, 1909",134550,2026-06-01,,2026-06-01,2026-06-01,釉上瓷釉装饰瓷器,容器,釉上瓷釉装饰瓷器
5257,1203,象形香炉,Elephant-Shaped Incense Holder,c. 18th - 19th century,27.0,Containers,Copper alloy with semiprecious stones and glass; brass fittings,Copper alloy with semiprecious stones and glass; brass fittings,7 1/4 × 3 1/2 × 6 3/8 inches (18.4 × 8.9 × 16.2 cm),3,,https://www.philamuseum.org/collection/object/134580,"https://iiif.micr.io/hZTEu/full/^300,/0/default.jpg",,"Bequest of Miss Mary Lewis, 1909",134580,2026-06-01,,2026-06-01,2026-06-01,含半宝石和玻璃的铜合金；铜配件,容器,含半宝石和玻璃的铜合金；铜配件
5258,1204,象形香炉,Elephant-Shaped Incense Holder,c. 18th - 19th century,27.0,Containers,Copper alloy with semiprecious stones and glass; brass fittings,Copper alloy with semiprecious stones and glass; brass fittings,7 5/16 × 3 3/8 × 6 1/4 inches (18.6 × 8.6 × 15.9 cm),3,,https://www.philamuseum.org/collection/object/134581,"https://iiif.micr.io/QQRoT/full/^300,/0/default.jpg",,"Bequest of Miss Mary Lewis, 1909",134581,2026-06-01,,2026-06-01,2026-06-01,含半宝石和玻璃的铜合金；铜配件,容器,含半宝石和玻璃的铜合金；铜配件
3553,1205,花瓶,Vase,Late 17th - early 18th century,27.0,Containers,Porcelain wth underglaze blue decoration,Porcelain wth underglaze blue decoration,17 1/8 × 9 1/4 inches (43.5 × 23.5 cm),3,,https://www.philamuseum.org/collection/object/134645,"https://iiif.micr.io/mUnfb/full/^300,/0/default.jpg",,"The Alfred and Margaret Caspary Memorial Gift, 1955",134645,2026-06-01,,2026-06-01,2026-06-01,瓷质釉下蓝装饰,容器,瓷质釉下蓝装饰
3778,1206,花瓶,Vase,Late 17th - early 18th century,27.0,Containers,Porcelain with underglaze blue decoration,Porcelain with underglaze blue decoration,17 1/8 x 9 1/4 inches (43.5 x 23.5 cm),3,,https://www.philamuseum.org/collection/object/134646,"https://iiif.micr.io/tjPJW/full/^300,/0/default.jpg",,"The Alfred and Margaret Caspary Memorial Gift, 1955",134646,2026-06-01,,2026-06-01,2026-06-01,釉下蓝色装饰瓷器,容器,釉下蓝色装饰瓷器
3911,1207,碟子,Saucer,1736-1795,27.0,Containers,"Glazed porcelain, monochrome","Glazed porcelain, monochrome",7/8 x 3 3/8 inches (2.3 x 8.6 cm),3,,https://www.philamuseum.org/collection/object/134744,"https://iiif.micr.io/CFTrT/full/^300,/0/default.jpg",,"Bequest of Edward S. Clarke, 1904",134744,2026-06-01,,2026-06-01,2026-06-01,单色釉面瓷器,容器,单色釉面瓷器
299,1208,杯子,Cup,c. 1770-1780,27.0,Containers,Hard-paste porcelain with enamel and gilt decoration,Hard-paste porcelain with enamel and gilt decoration,1 3/4 × 2 15/16 inches (4.4 × 7.5 cm),3,,https://www.philamuseum.org/collection/object/134745,"https://iiif.micr.io/bYSuX/full/^300,/0/default.jpg",,"Bequest of Edward S. Clarke, 1904",134745,2026-06-01,,2026-06-01,2026-06-01,搪瓷镀金硬瓷,容器,搪瓷镀金硬瓷
497,1209,有盖茶壶,Teapot with Cover,c. 1770-1780,27.0,Containers,Hard-paste porcelain with enamel and gilt decoration,Hard-paste porcelain with enamel and gilt decoration,5 1/2 × 4 1/4 × 3 inches (14 × 10.8 × 7.6 cm),3,,https://www.philamuseum.org/collection/object/134750,"https://iiif.micr.io/lGuTc/full/^300,/0/default.jpg",,"Bequest of Edward S. Clarke, 1904",134750,2026-06-01,,2026-06-01,2026-06-01,搪瓷镀金硬瓷,容器,搪瓷镀金硬瓷
3666,1210,碗,Bowl,1662-1722,27.0,Containers,"Porcelain, underglaze blue and overglaze enamel (wucai) decoration (Jingdezhen ware)","Porcelain, underglaze blue and overglaze enamel (wucai) decoration (Jingdezhen ware)",2 5/8 x 5 7/8 inches (6.7 x 15 cm),3,,https://www.philamuseum.org/collection/object/134753,"https://iiif.micr.io/sNHpw/full/^300,/0/default.jpg",,"Bequest of Edward S. Clarke, 1904",134753,2026-06-01,,2026-06-01,2026-06-01,瓷器、釉下蓝釉（五彩）装饰（景德镇瓷器）,容器,瓷器、釉下蓝釉（五彩）装饰（景德镇瓷器）
24,1211,杯子,Cup,c. 1785,27.0,Containers,Hard-paste porcelain with enamel decoration,Hard-paste porcelain with enamel decoration,2 3/4 × 3 3/8 × 2 3/8 inches (7 × 8.6 × 6 cm),3,,https://www.philamuseum.org/collection/object/134817,"https://iiif.micr.io/Ziobe/full/^300,/0/default.jpg",,"Bequest of Miss Cornelia Thompson, 1904",134817,2026-06-01,,2026-06-01,2026-06-01,带有珐琅装饰的硬质瓷,容器,带有珐琅装饰的硬质瓷
26,1212,盘子,Plate,c. 1785,27.0,Containers,Porcelain with underglaze and enamel decoration,Porcelain with underglaze and enamel decoration,1 × 8 15/16 inches (2.5 × 22.7 cm),3,,https://www.philamuseum.org/collection/object/135047,"https://iiif.micr.io/nRjgA/full/^300,/0/default.jpg",,"Gift of Mrs. Charles Platt, 1909",135047,2026-06-01,,2026-06-01,2026-06-01,釉下搪瓷装饰瓷器,容器,釉下搪瓷装饰瓷器
5259,1213,花瓶,Vase,1662-1722,27.0,Containers,Porcelain with underglaze blue decoration,Porcelain with underglaze blue decoration,11 7/16 × 4 15/16 inches (29 × 12.5 cm),3,,https://www.philamuseum.org/collection/object/135060,"https://iiif.micr.io/rOUYG/full/^300,/0/default.jpg",,"Gift of Mrs. Charles Platt, 1909",135060,2026-06-01,,2026-06-01,2026-06-01,釉下蓝色装饰瓷器,容器,釉下蓝色装饰瓷器
300,1214,盘子,Plate,c. 1745,27.0,Containers,Hard-paste porcelain with enamel and gilt decoration,Hard-paste porcelain with enamel and gilt decoration,1 × 9 inches (2.5 × 22.9 cm),3,,https://www.philamuseum.org/collection/object/135679,"https://iiif.micr.io/QVWSY/full/^300,/0/default.jpg",,"The Dr. Francis W. Lewis Collection, 1905",135679,2026-06-01,,2026-06-01,2026-06-01,搪瓷镀金硬瓷,容器,搪瓷镀金硬瓷
